date,post_id,periods,amount
2020/12/4,A,1,0
2020/12/4,A,2,0
2020/12/4,A,3,0
2020/12/4,A,4,0
2020/12/4,A,5,0
2020/12/4,A,6,0
2020/12/4,A,7,0
2020/12/4,A,8,0
2020/12/4,A,9,0
2020/12/4,A,10,0
2020/12/4,A,11,0
2020/12/4,A,12,0
2020/12/4,A,13,0
2020/12/4,A,14,0
2020/12/4,A,15,0
2020/12/4,A,16,0
2020/12/4,A,17,0
2020/12/4,A,18,187
2020/12/4,A,19,1002
2020/12/4,A,20,1266
2020/12/4,A,21,1358
2020/12/4,A,22,1366
2020/12/4,A,23,1303
2020/12/4,A,24,1138
2020/12/4,A,25,969
2020/12/4,A,26,939
2020/12/4,A,27,937
2020/12/4,A,28,1005
2020/12/4,A,29,1187
2020/12/4,A,30,1319
2020/12/4,A,31,1328
2020/12/4,A,32,1311
2020/12/4,A,33,1248
2020/12/4,A,34,992
2020/12/4,A,35,415
2020/12/4,A,36,72
2020/12/4,A,37,0
2020/12/4,A,38,0
2020/12/4,A,39,0
2020/12/4,A,40,0
2020/12/4,A,41,0
2020/12/4,A,42,0
2020/12/4,A,43,0
2020/12/4,A,44,0
2020/12/4,A,45,0
2020/12/4,A,46,0
2020/12/4,A,47,0
2020/12/4,A,48,0
2020/12/4,B,1,0
2020/12/4,B,2,0
2020/12/4,B,3,0
2020/12/4,B,4,0
2020/12/4,B,5,0
2020/12/4,B,6,0
2020/12/4,B,7,0
2020/12/4,B,8,0
2020/12/4,B,9,0
2020/12/4,B,10,0
2020/12/4,B,11,0
2020/12/4,B,12,0
2020/12/4,B,13,0
2020/12/4,B,14,0
2020/12/4,B,15,0
2020/12/4,B,16,0
2020/12/4,B,17,0
2020/12/4,B,18,44
2020/12/4,B,19,106
2020/12/4,B,20,175
2020/12/4,B,21,161
2020/12/4,B,22,210
2020/12/4,B,23,200
2020/12/4,B,24,193
2020/12/4,B,25,125
2020/12/4,B,26,81
2020/12/4,B,27,89
2020/12/4,B,28,154
2020/12/4,B,29,215
2020/12/4,B,30,213
2020/12/4,B,31,239
2020/12/4,B,32,233
2020/12/4,B,33,245
2020/12/4,B,34,250
2020/12/4,B,35,205
2020/12/4,B,36,89
2020/12/4,B,37,0
2020/12/4,B,38,0
2020/12/4,B,39,0
2020/12/4,B,40,0
2020/12/4,B,41,0
2020/12/4,B,42,0
2020/12/4,B,43,0
2020/12/4,B,44,0
2020/12/4,B,45,0
2020/12/4,B,46,0
2020/12/4,B,47,0
2020/12/4,B,48,0
2020/12/5,A,1,0
2020/12/5,A,2,0
2020/12/5,A,3,0
2020/12/5,A,4,0
2020/12/5,A,5,0
2020/12/5,A,6,0
2020/12/5,A,7,0
2020/12/5,A,8,0
2020/12/5,A,9,0
2020/12/5,A,10,0
2020/12/5,A,11,0
2020/12/5,A,12,0
2020/12/5,A,13,0
2020/12/5,A,14,0
2020/12/5,A,15,0
2020/12/5,A,16,0
2020/12/5,A,17,0
2020/12/5,A,18,85
2020/12/5,A,19,402
2020/12/5,A,20,540
2020/12/5,A,21,616
2020/12/5,A,22,644
2020/12/5,A,23,625
2020/12/5,A,24,551
2020/12/5,A,25,445
2020/12/5,A,26,433
2020/12/5,A,27,442
2020/12/5,A,28,473
2020/12/5,A,29,551
2020/12/5,A,30,593
2020/12/5,A,31,590
2020/12/5,A,32,580
2020/12/5,A,33,477
2020/12/5,A,34,340
2020/12/5,A,35,153
2020/12/5,A,36,34
2020/12/5,A,37,0
2020/12/5,A,38,0
2020/12/5,A,39,0
2020/12/5,A,40,0
2020/12/5,A,41,0
2020/12/5,A,42,0
2020/12/5,A,43,0
2020/12/5,A,44,0
2020/12/5,A,45,0
2020/12/5,A,46,0
2020/12/5,A,47,0
2020/12/5,A,48,0
2020/12/5,B,1,0
2020/12/5,B,2,0
2020/12/5,B,3,0
2020/12/5,B,4,0
2020/12/5,B,5,0
2020/12/5,B,6,0
2020/12/5,B,7,0
2020/12/5,B,8,0
2020/12/5,B,9,0
2020/12/5,B,10,0
2020/12/5,B,11,0
2020/12/5,B,12,0
2020/12/5,B,13,0
2020/12/5,B,14,0
2020/12/5,B,15,0
2020/12/5,B,16,0
2020/12/5,B,17,0
2020/12/5,B,18,0
2020/12/5,B,19,0
2020/12/5,B,20,0
2020/12/5,B,21,0
2020/12/5,B,22,0
2020/12/5,B,23,0
2020/12/5,B,24,0
2020/12/5,B,25,0
2020/12/5,B,26,0
2020/12/5,B,27,0
2020/12/5,B,28,0
2020/12/5,B,29,0
2020/12/5,B,30,0
2020/12/5,B,31,0
2020/12/5,B,32,0
2020/12/5,B,33,0
2020/12/5,B,34,0
2020/12/5,B,35,0
2020/12/5,B,36,0
2020/12/5,B,37,0
2020/12/5,B,38,0
2020/12/5,B,39,0
2020/12/5,B,40,0
2020/12/5,B,41,0
2020/12/5,B,42,0
2020/12/5,B,43,0
2020/12/5,B,44,0
2020/12/5,B,45,0
2020/12/5,B,46,0
2020/12/5,B,47,0
2020/12/5,B,48,0
2020/12/6,A,1,0
2020/12/6,A,2,0
2020/12/6,A,3,0
2020/12/6,A,4,0
2020/12/6,A,5,0
2020/12/6,A,6,0
2020/12/6,A,7,0
2020/12/6,A,8,0
2020/12/6,A,9,0
2020/12/6,A,10,0
2020/12/6,A,11,0
2020/12/6,A,12,0
2020/12/6,A,13,0
2020/12/6,A,14,0
2020/12/6,A,15,0
2020/12/6,A,16,0
2020/12/6,A,17,0
2020/12/6,A,18,75
2020/12/6,A,19,352
2020/12/6,A,20,481
2020/12/6,A,21,546
2020/12/6,A,22,569
2020/12/6,A,23,553
2020/12/6,A,24,494
2020/12/6,A,25,393
2020/12/6,A,26,379
2020/12/6,A,27,395
2020/12/6,A,28,420
2020/12/6,A,29,493
2020/12/6,A,30,536
2020/12/6,A,31,538
2020/12/6,A,32,524
2020/12/6,A,33,438
2020/12/6,A,34,309
2020/12/6,A,35,137
2020/12/6,A,36,33
2020/12/6,A,37,0
2020/12/6,A,38,0
2020/12/6,A,39,0
2020/12/6,A,40,0
2020/12/6,A,41,0
2020/12/6,A,42,0
2020/12/6,A,43,0
2020/12/6,A,44,0
2020/12/6,A,45,0
2020/12/6,A,46,0
2020/12/6,A,47,0
2020/12/6,A,48,0
2020/12/6,B,1,0
2020/12/6,B,2,0
2020/12/6,B,3,0
2020/12/6,B,4,0
2020/12/6,B,5,0
2020/12/6,B,6,0
2020/12/6,B,7,0
2020/12/6,B,8,0
2020/12/6,B,9,0
2020/12/6,B,10,0
2020/12/6,B,11,0
2020/12/6,B,12,0
2020/12/6,B,13,0
2020/12/6,B,14,0
2020/12/6,B,15,0
2020/12/6,B,16,0
2020/12/6,B,17,0
2020/12/6,B,18,0
2020/12/6,B,19,0
2020/12/6,B,20,0
2020/12/6,B,21,0
2020/12/6,B,22,0
2020/12/6,B,23,0
2020/12/6,B,24,0
2020/12/6,B,25,0
2020/12/6,B,26,0
2020/12/6,B,27,0
2020/12/6,B,28,0
2020/12/6,B,29,0
2020/12/6,B,30,0
2020/12/6,B,31,0
2020/12/6,B,32,0
2020/12/6,B,33,0
2020/12/6,B,34,0
2020/12/6,B,35,0
2020/12/6,B,36,0
2020/12/6,B,37,0
2020/12/6,B,38,0
2020/12/6,B,39,0
2020/12/6,B,40,0
2020/12/6,B,41,0
2020/12/6,B,42,0
2020/12/6,B,43,0
2020/12/6,B,44,0
2020/12/6,B,45,0
2020/12/6,B,46,0
2020/12/6,B,47,0
2020/12/6,B,48,0
2020/12/7,A,1,0
2020/12/7,A,2,0
2020/12/7,A,3,0
2020/12/7,A,4,0
2020/12/7,A,5,0
2020/12/7,A,6,0
2020/12/7,A,7,0
2020/12/7,A,8,0
2020/12/7,A,9,0
2020/12/7,A,10,0
2020/12/7,A,11,0
2020/12/7,A,12,0
2020/12/7,A,13,0
2020/12/7,A,14,0
2020/12/7,A,15,0
2020/12/7,A,16,0
2020/12/7,A,17,0
2020/12/7,A,18,195
2020/12/7,A,19,1004
2020/12/7,A,20,1262
2020/12/7,A,21,1368
2020/12/7,A,22,1377
2020/12/7,A,23,1328
2020/12/7,A,24,1158
2020/12/7,A,25,977
2020/12/7,A,26,956
2020/12/7,A,27,951
2020/12/7,A,28,1014
2020/12/7,A,29,1237
2020/12/7,A,30,1356
2020/12/7,A,31,1384
2020/12/7,A,32,1368
2020/12/7,A,33,1277
2020/12/7,A,34,1025
2020/12/7,A,35,424
2020/12/7,A,36,76
2020/12/7,A,37,0
2020/12/7,A,38,0
2020/12/7,A,39,0
2020/12/7,A,40,0
2020/12/7,A,41,0
2020/12/7,A,42,0
2020/12/7,A,43,0
2020/12/7,A,44,0
2020/12/7,A,45,0
2020/12/7,A,46,0
2020/12/7,A,47,0
2020/12/7,A,48,0
2020/12/7,B,1,0
2020/12/7,B,2,0
2020/12/7,B,3,0
2020/12/7,B,4,0
2020/12/7,B,5,0
2020/12/7,B,6,0
2020/12/7,B,7,0
2020/12/7,B,8,0
2020/12/7,B,9,0
2020/12/7,B,10,0
2020/12/7,B,11,0
2020/12/7,B,12,0
2020/12/7,B,13,0
2020/12/7,B,14,0
2020/12/7,B,15,0
2020/12/7,B,16,0
2020/12/7,B,17,0
2020/12/7,B,18,44
2020/12/7,B,19,102
2020/12/7,B,20,172
2020/12/7,B,21,159
2020/12/7,B,22,205
2020/12/7,B,23,197
2020/12/7,B,24,189
2020/12/7,B,25,127
2020/12/7,B,26,81
2020/12/7,B,27,86
2020/12/7,B,28,148
2020/12/7,B,29,214
2020/12/7,B,30,216
2020/12/7,B,31,234
2020/12/7,B,32,230
2020/12/7,B,33,246
2020/12/7,B,34,243
2020/12/7,B,35,199
2020/12/7,B,36,77
2020/12/7,B,37,0
2020/12/7,B,38,0
2020/12/7,B,39,0
2020/12/7,B,40,0
2020/12/7,B,41,0
2020/12/7,B,42,0
2020/12/7,B,43,0
2020/12/7,B,44,0
2020/12/7,B,45,0
2020/12/7,B,46,0
2020/12/7,B,47,0
2020/12/7,B,48,0
2020/12/8,A,1,0
2020/12/8,A,2,0
2020/12/8,A,3,0
2020/12/8,A,4,0
2020/12/8,A,5,0
2020/12/8,A,6,0
2020/12/8,A,7,0
2020/12/8,A,8,0
2020/12/8,A,9,0
2020/12/8,A,10,0
2020/12/8,A,11,0
2020/12/8,A,12,0
2020/12/8,A,13,0
2020/12/8,A,14,0
2020/12/8,A,15,0
2020/12/8,A,16,0
2020/12/8,A,17,0
2020/12/8,A,18,195
2020/12/8,A,19,1049
2020/12/8,A,20,1300
2020/12/8,A,21,1391
2020/12/8,A,22,1403
2020/12/8,A,23,1319
2020/12/8,A,24,1134
2020/12/8,A,25,956
2020/12/8,A,26,932
2020/12/8,A,27,932
2020/12/8,A,28,1003
2020/12/8,A,29,1185
2020/12/8,A,30,1314
2020/12/8,A,31,1343
2020/12/8,A,32,1336
2020/12/8,A,33,1227
2020/12/8,A,34,985
2020/12/8,A,35,405
2020/12/8,A,36,72
2020/12/8,A,37,0
2020/12/8,A,38,0
2020/12/8,A,39,0
2020/12/8,A,40,0
2020/12/8,A,41,0
2020/12/8,A,42,0
2020/12/8,A,43,0
2020/12/8,A,44,0
2020/12/8,A,45,0
2020/12/8,A,46,0
2020/12/8,A,47,0
2020/12/8,A,48,0
2020/12/8,B,1,0
2020/12/8,B,2,0
2020/12/8,B,3,0
2020/12/8,B,4,0
2020/12/8,B,5,0
2020/12/8,B,6,0
2020/12/8,B,7,0
2020/12/8,B,8,0
2020/12/8,B,9,0
2020/12/8,B,10,0
2020/12/8,B,11,0
2020/12/8,B,12,0
2020/12/8,B,13,0
2020/12/8,B,14,0
2020/12/8,B,15,0
2020/12/8,B,16,0
2020/12/8,B,17,0
2020/12/8,B,18,40
2020/12/8,B,19,100
2020/12/8,B,20,167
2020/12/8,B,21,154
2020/12/8,B,22,197
2020/12/8,B,23,190
2020/12/8,B,24,177
2020/12/8,B,25,122
2020/12/8,B,26,82
2020/12/8,B,27,92
2020/12/8,B,28,151
2020/12/8,B,29,204
2020/12/8,B,30,208
2020/12/8,B,31,227
2020/12/8,B,32,232
2020/12/8,B,33,247
2020/12/8,B,34,237
2020/12/8,B,35,187
2020/12/8,B,36,71
2020/12/8,B,37,0
2020/12/8,B,38,0
2020/12/8,B,39,0
2020/12/8,B,40,0
2020/12/8,B,41,0
2020/12/8,B,42,0
2020/12/8,B,43,0
2020/12/8,B,44,0
2020/12/8,B,45,0
2020/12/8,B,46,0
2020/12/8,B,47,0
2020/12/8,B,48,0
2020/12/9,A,1,0
2020/12/9,A,2,0
2020/12/9,A,3,0
2020/12/9,A,4,0
2020/12/9,A,5,0
2020/12/9,A,6,0
2020/12/9,A,7,0
2020/12/9,A,8,0
2020/12/9,A,9,0
2020/12/9,A,10,0
2020/12/9,A,11,0
2020/12/9,A,12,0
2020/12/9,A,13,0
2020/12/9,A,14,0
2020/12/9,A,15,0
2020/12/9,A,16,0
2020/12/9,A,17,0
2020/12/9,A,18,188
2020/12/9,A,19,1011
2020/12/9,A,20,1244
2020/12/9,A,21,1342
2020/12/9,A,22,1332
2020/12/9,A,23,1269
2020/12/9,A,24,1095
2020/12/9,A,25,925
2020/12/9,A,26,901
2020/12/9,A,27,907
2020/12/9,A,28,975
2020/12/9,A,29,1152
2020/12/9,A,30,1287
2020/12/9,A,31,1314
2020/12/9,A,32,1310
2020/12/9,A,33,1210
2020/12/9,A,34,948
2020/12/9,A,35,392
2020/12/9,A,36,68
2020/12/9,A,37,0
2020/12/9,A,38,0
2020/12/9,A,39,0
2020/12/9,A,40,0
2020/12/9,A,41,0
2020/12/9,A,42,0
2020/12/9,A,43,0
2020/12/9,A,44,0
2020/12/9,A,45,0
2020/12/9,A,46,0
2020/12/9,A,47,0
2020/12/9,A,48,0
2020/12/9,B,1,0
2020/12/9,B,2,0
2020/12/9,B,3,0
2020/12/9,B,4,0
2020/12/9,B,5,0
2020/12/9,B,6,0
2020/12/9,B,7,0
2020/12/9,B,8,0
2020/12/9,B,9,0
2020/12/9,B,10,0
2020/12/9,B,11,0
2020/12/9,B,12,0
2020/12/9,B,13,0
2020/12/9,B,14,0
2020/12/9,B,15,0
2020/12/9,B,16,0
2020/12/9,B,17,0
2020/12/9,B,18,41
2020/12/9,B,19,102
2020/12/9,B,20,172
2020/12/9,B,21,152
2020/12/9,B,22,194
2020/12/9,B,23,192
2020/12/9,B,24,180
2020/12/9,B,25,124
2020/12/9,B,26,81
2020/12/9,B,27,90
2020/12/9,B,28,151
2020/12/9,B,29,207
2020/12/9,B,30,215
2020/12/9,B,31,233
2020/12/9,B,32,235
2020/12/9,B,33,245
2020/12/9,B,34,239
2020/12/9,B,35,189
2020/12/9,B,36,78
2020/12/9,B,37,0
2020/12/9,B,38,0
2020/12/9,B,39,0
2020/12/9,B,40,0
2020/12/9,B,41,0
2020/12/9,B,42,0
2020/12/9,B,43,0
2020/12/9,B,44,0
2020/12/9,B,45,0
2020/12/9,B,46,0
2020/12/9,B,47,0
2020/12/9,B,48,0
2020/12/10,A,1,0
2020/12/10,A,2,0
2020/12/10,A,3,0
2020/12/10,A,4,0
2020/12/10,A,5,0
2020/12/10,A,6,0
2020/12/10,A,7,0
2020/12/10,A,8,0
2020/12/10,A,9,0
2020/12/10,A,10,0
2020/12/10,A,11,0
2020/12/10,A,12,0
2020/12/10,A,13,0
2020/12/10,A,14,0
2020/12/10,A,15,0
2020/12/10,A,16,0
2020/12/10,A,17,0
2020/12/10,A,18,182
2020/12/10,A,19,984
2020/12/10,A,20,1245
2020/12/10,A,21,1349
2020/12/10,A,22,1346
2020/12/10,A,23,1274
2020/12/10,A,24,1096
2020/12/10,A,25,935
2020/12/10,A,26,904
2020/12/10,A,27,915
2020/12/10,A,28,993
2020/12/10,A,29,1168
2020/12/10,A,30,1290
2020/12/10,A,31,1309
2020/12/10,A,32,1307
2020/12/10,A,33,1205
2020/12/10,A,34,959
2020/12/10,A,35,399
2020/12/10,A,36,66
2020/12/10,A,37,0
2020/12/10,A,38,0
2020/12/10,A,39,0
2020/12/10,A,40,0
2020/12/10,A,41,0
2020/12/10,A,42,0
2020/12/10,A,43,0
2020/12/10,A,44,0
2020/12/10,A,45,0
2020/12/10,A,46,0
2020/12/10,A,47,0
2020/12/10,A,48,0
2020/12/10,B,1,0
2020/12/10,B,2,0
2020/12/10,B,3,0
2020/12/10,B,4,0
2020/12/10,B,5,0
2020/12/10,B,6,0
2020/12/10,B,7,0
2020/12/10,B,8,0
2020/12/10,B,9,0
2020/12/10,B,10,0
2020/12/10,B,11,0
2020/12/10,B,12,0
2020/12/10,B,13,0
2020/12/10,B,14,0
2020/12/10,B,15,0
2020/12/10,B,16,0
2020/12/10,B,17,0
2020/12/10,B,18,42
2020/12/10,B,19,102
2020/12/10,B,20,173
2020/12/10,B,21,156
2020/12/10,B,22,197
2020/12/10,B,23,197
2020/12/10,B,24,185
2020/12/10,B,25,126
2020/12/10,B,26,82
2020/12/10,B,27,92
2020/12/10,B,28,156
2020/12/10,B,29,212
2020/12/10,B,30,218
2020/12/10,B,31,236
2020/12/10,B,32,238
2020/12/10,B,33,261
2020/12/10,B,34,246
2020/12/10,B,35,200
2020/12/10,B,36,79
2020/12/10,B,37,0
2020/12/10,B,38,0
2020/12/10,B,39,0
2020/12/10,B,40,0
2020/12/10,B,41,0
2020/12/10,B,42,0
2020/12/10,B,43,0
2020/12/10,B,44,0
2020/12/10,B,45,0
2020/12/10,B,46,0
2020/12/10,B,47,0
2020/12/10,B,48,0
2020/12/11,A,1,0
2020/12/11,A,2,0
2020/12/11,A,3,0
2020/12/11,A,4,0
2020/12/11,A,5,0
2020/12/11,A,6,0
2020/12/11,A,7,0
2020/12/11,A,8,0
2020/12/11,A,9,0
2020/12/11,A,10,0
2020/12/11,A,11,0
2020/12/11,A,12,0
2020/12/11,A,13,0
2020/12/11,A,14,0
2020/12/11,A,15,0
2020/12/11,A,16,0
2020/12/11,A,17,0
2020/12/11,A,18,187
2020/12/11,A,19,989
2020/12/11,A,20,1238
2020/12/11,A,21,1340
2020/12/11,A,22,1375
2020/12/11,A,23,1323
2020/12/11,A,24,1152
2020/12/11,A,25,977
2020/12/11,A,26,936
2020/12/11,A,27,944
2020/12/11,A,28,1028
2020/12/11,A,29,1206
2020/12/11,A,30,1327
2020/12/11,A,31,1353
2020/12/11,A,32,1356
2020/12/11,A,33,1265
2020/12/11,A,34,1011
2020/12/11,A,35,433
2020/12/11,A,36,74
2020/12/11,A,37,0
2020/12/11,A,38,0
2020/12/11,A,39,0
2020/12/11,A,40,0
2020/12/11,A,41,0
2020/12/11,A,42,0
2020/12/11,A,43,0
2020/12/11,A,44,0
2020/12/11,A,45,0
2020/12/11,A,46,0
2020/12/11,A,47,0
2020/12/11,A,48,0
2020/12/11,B,1,0
2020/12/11,B,2,0
2020/12/11,B,3,0
2020/12/11,B,4,0
2020/12/11,B,5,0
2020/12/11,B,6,0
2020/12/11,B,7,0
2020/12/11,B,8,0
2020/12/11,B,9,0
2020/12/11,B,10,0
2020/12/11,B,11,0
2020/12/11,B,12,0
2020/12/11,B,13,0
2020/12/11,B,14,0
2020/12/11,B,15,0
2020/12/11,B,16,0
2020/12/11,B,17,0
2020/12/11,B,18,44
2020/12/11,B,19,111
2020/12/11,B,20,175
2020/12/11,B,21,159
2020/12/11,B,22,202
2020/12/11,B,23,197
2020/12/11,B,24,192
2020/12/11,B,25,137
2020/12/11,B,26,86
2020/12/11,B,27,97
2020/12/11,B,28,160
2020/12/11,B,29,228
2020/12/11,B,30,218
2020/12/11,B,31,237
2020/12/11,B,32,245
2020/12/11,B,33,257
2020/12/11,B,34,258
2020/12/11,B,35,207
2020/12/11,B,36,93
2020/12/11,B,37,0
2020/12/11,B,38,0
2020/12/11,B,39,0
2020/12/11,B,40,0
2020/12/11,B,41,0
2020/12/11,B,42,0
2020/12/11,B,43,0
2020/12/11,B,44,0
2020/12/11,B,45,0
2020/12/11,B,46,0
2020/12/11,B,47,0
2020/12/11,B,48,0
2020/12/12,A,1,0
2020/12/12,A,2,0
2020/12/12,A,3,0
2020/12/12,A,4,0
2020/12/12,A,5,0
2020/12/12,A,6,0
2020/12/12,A,7,0
2020/12/12,A,8,0
2020/12/12,A,9,0
2020/12/12,A,10,0
2020/12/12,A,11,0
